trial_id,current_policy_stockouts,current_policy_cost,optimized_policy_stockouts,optimized_policy_cost
197,68.0,1875.2322141984812,61.0,2092.4941452505395
198,67.0,1884.940176895644,46.0,2142.6523704028377
199,66.0,1908.927804899899,53.0,2040.3885385030449
200,68.0,2058.481294952689,55.0,2116.311403735574
201,72.0,1977.640684175022,62.0,2259.175448274553
202,74.0,2060.955220297084,60.0,2082.646987377492
203,75.0,1983.387235228599,48.0,1996.9852971585813
204,71.0,2124.264953236134,54.0,2164.057916666907
205,66.0,1964.1174282629393,61.0,2182.9521417879528
206,68.0,1915.6595477365004,57.0,2144.974902353162
207,75.0,2073.892411113668,46.0,2098.654543881216
208,83.0,2152.4144172563083,62.0,2182.338779004123
209,63.0,1847.0218108156716,48.0,2076.549850203016
210,78.0,1935.4120375069676,47.0,2135.5470090462763
211,69.0,2095.947662806353,48.0,2071.2235645541855
212,77.0,2083.013643888922,52.0,2076.7460301691535
213,81.0,2040.745538004329,52.0,2206.5181110312597
214,76.0,1988.7048214501963,64.0,2176.828586562729
215,70.0,2020.6720718414924,56.0,2046.6582493888443
216,75.0,2037.2444880208902,58.0,2144.8199029482366
217,74.0,1957.867079089466,57.0,2217.8109397461326
218,67.0,1982.4736035636947,51.0,2049.326223108017
219,75.0,1982.4518882259883,62.0,2178.6106684978545
220,77.0,2047.2825788027856,49.0,2004.105934300398
221,66.0,1988.3409487267181,65.0,2200.36018309456
222,78.0,2160.9052185849623,54.0,2033.8638054398382
223,69.0,1969.527826927644,51.0,2029.6866084522183
224,79.0,1986.7103610246875,57.0,2025.6508504507829
225,78.0,2007.6930255501895,57.0,2184.3189952212983
226,77.0,1937.2484328232579,55.0,2038.5380484319667
227,72.0,2010.3419126043868,57.0,2027.7695380033445
228,74.0,2064.0816293313596,64.0,2118.911384223676
229,65.0,2020.5628368298383,50.0,2256.1917947532293
230,69.0,2002.653772363387,44.0,1986.0052970967506
231,65.0,1930.2855750886442,59.0,2099.083952827632
232,73.0,1942.3545164035659,50.0,2063.1680790875603
233,69.0,2118.9557602262266,57.0,2216.4414640082578
234,77.0,1854.6851300342519,53.0,2065.671586803298
235,79.0,2070.88313283924,48.0,2053.8560734561474
236,71.0,2212.1792546907027,57.0,2151.665105247086
237,94.0,2198.375239649204,47.0,2035.4979168751877
238,78.0,2024.4447879801323,69.0,2174.65175942674
239,74.0,2082.1918034213977,39.0,1978.416878433398
240,95.0,2073.7292371291915,60.0,2087.5761377453478
241,76.0,2125.8176768285493,40.0,2049.8955259246427
242,58.0,1975.2638336019613,51.0,2153.393545701905
243,58.0,1964.8214691331943,59.0,2174.63193334757
244,84.0,1942.6377353171706,73.0,2093.6134307566795
245,64.0,1889.0705698932002,54.0,2175.9628697042986
246,72.0,1918.0818209442095,51.0,1979.5895489767422
247,68.0,1961.7949914751293,55.0,2085.1049534229196
248,68.0,2139.3705079479932,55.0,2087.0342357543213
249,68.0,1941.1414666527924,54.0,2042.678256553511
250,76.0,1993.546576341773,58.0,2062.020608436085
251,74.0,1971.476265143576,64.0,2104.1365268755053
252,78.0,2128.4098581563694,47.0,2023.5238256293826
253,76.0,2010.0564975187158,56.0,2094.366785527771
254,78.0,2054.1784928790553,69.0,2084.7052184461704
255,58.0,1821.7046545860435,64.0,2272.8254154524793
256,70.0,2071.4258671617195,56.0,2074.4455280069033
257,67.0,2163.303598788835,60.0,2147.2825318367104
258,69.0,1941.946373735896,46.0,2217.734752565393
259,84.0,2037.0947034672572,70.0,2178.539563069237
260,74.0,1859.9428809053377,47.0,1987.7033485222582
261,73.0,1952.9405876862954,66.0,2149.1745290094564
262,67.0,1908.979704423816,47.0,2113.2637568497134
263,67.0,2133.153258917698,53.0,2163.1980296065763
264,77.0,2055.978846026653,63.0,2143.7157416755736
265,71.0,1893.0869317601591,66.0,2179.6930859216122
266,77.0,1943.5777310407161,67.0,2173.2277496548495
267,77.0,1940.320843550151,61.0,2046.0982329013123
268,72.0,1968.9606499422189,51.0,2111.9897847775856
269,76.0,2093.9594480374612,50.0,2035.2886533343249
270,72.0,1935.1147557446789,55.0,2095.0855609431114
271,72.0,1955.243359418693,52.0,2089.0639891954406
272,71.0,1964.6181622922727,67.0,2049.4529149158443
273,67.0,2003.5431467638714,60.0,2079.0997393351386
274,83.0,2039.604952716268,55.0,2041.8606011585484
275,62.0,1965.2775974020144,52.0,2096.362322638429
276,83.0,2026.516496068761,49.0,2008.589469851259
277,72.0,1988.5238897041124,60.0,2090.5365636708184
