trial_id,current_policy_stockouts,current_policy_cost,optimized_policy_stockouts,optimized_policy_cost
458,58.0,1968.5672399219352,50.0,2051.281005632794
459,85.0,2036.9389586304947,53.0,2161.3015614450637
460,60.0,1944.174548262663,57.0,1995.9684744483295
461,83.0,2053.9466395979553,64.0,2346.470671830001
462,78.0,2043.9378541828748,61.0,2074.719184266542
463,87.0,1922.2142240108378,43.0,2048.5357235716156
464,57.0,1981.267936740491,52.0,2010.0070842782043
465,90.0,2378.988655111857,52.0,2084.43200651905
466,73.0,1948.9278949401976,49.0,1977.4771352316252
467,80.0,1923.1240450410558,59.0,2047.5034084423735
468,82.0,2048.8723618649165,58.0,2115.777412946013
469,82.0,2013.7638816964666,46.0,2072.9976496477993
470,71.0,2023.9569953405087,58.0,2053.499894538608
471,66.0,1974.0952739856832,66.0,2130.292616429895
472,83.0,2070.4835475711952,56.0,2060.0695769809495
473,79.0,1912.2339352109034,73.0,2251.074073129626
474,75.0,2082.261510401105,54.0,2172.4886027275465
475,60.0,1873.1244117589122,64.0,2106.0221685605743
476,74.0,2091.608933794364,61.0,2215.4001632020504
477,75.0,1947.6660509862136,38.0,2026.0873232682854
478,67.0,1859.2698971778198,54.0,2155.6038221531185
479,77.0,1999.6590440141601,51.0,2135.530728097584
480,70.0,2053.12565350857,57.0,2196.1003091254865
481,71.0,1918.4184934361358,62.0,2069.479198326072
482,77.0,2117.744915728392,37.0,1913.8752093588698
483,78.0,2101.998497520108,65.0,2054.044855869236
484,70.0,2092.523017541179,46.0,2008.7426056527954
485,68.0,1977.5503117431635,44.0,2091.9105817206773
486,75.0,1974.445270355939,56.0,2096.052228662198
487,85.0,2059.8956806902484,65.0,2121.6301599464005
488,76.0,1960.8047369742335,45.0,2159.641028218254
489,81.0,2096.9498064193654,58.0,2087.5289126029893
490,78.0,2038.5639816224045,50.0,2050.35004667616
491,75.0,2038.6944912776312,65.0,2087.079501194947
492,68.0,1906.7534390165763,48.0,1996.2556049010882
493,59.0,2019.295774408636,58.0,2041.1786243736733
494,75.0,1864.8859990920434,58.0,2083.69935780825
495,66.0,1974.9320937966122,62.0,2280.84720717701
496,75.0,2056.6531941064454,65.0,2198.307359838745
497,66.0,1908.6157376098731,51.0,2060.9628538917373
498,85.0,2008.4460052937136,50.0,2106.3529281320884
